"","A X4x12","A X3x13","A X4x14","A X6x12","A X5x13","A X7x11","A X3x10","A X4x13","A X2x13","A X5x14","A X8x10","A X3x14","A X5x12","B X15x19","B X17x10","B X18x8","B X15x20","B X16x19","B X20x22","B X15x18","B X19x9","B X18x9","B X18x7","B X15x17","C X15x4","C X16x7","C X18x5","C X19x6","C X15x6","C X16x2","C X14x2","C X16x4","C X18x6","C X15x2","C X17x2","D X17x20","D X10x7","D X15x4","D X8x12","D X9x9","D X11x15","D X14x8","D X12x8","D X4x12","D X3x17","D X16x7","D X6x14","D X17x6","D X18x5","D X10x9","D X11x4","D X12x7","D X13x6","D X4x17","D X8x7","D X9x6","D X10x5","D X11x8","D X14x7","D X15x6","D X7x16","D X8x14","D X10x12","D X12x10","D X13x11","D X3x13","D X4x14","D X5x15","D X6x12","D X9x15","D X11x6","D X8x2","D X9x3","D X14x2","D X7x15","D X6x16","D X8x9","D X9x4","D X10x3","D X11x10","D X14x5","D X12x13","D X6x11","D X18x6","D X9x13","D X10x10","D X11x3","D X12x4","D X15x9","D X13x9","D X3x15","D X5x13","D X7x11","D X12x3","D X13x2","D X5x16","D X16x8","D X19x5","D X17x21","D X10x6","D X15x5","D X8x11","D X9x10","D X11x12","D X12x15","D X15x2","D X16x6","D X17x7","D X7x12","D X10x8","D X11x5","D X12x6","D X13x7","D X13x4","D X5x11","D X4x16","D X9x7","D X10x4","D X11x9","D X14x6","D X15x7","D X9x12","D X7x17","D X8x13","D X9x8","D X10x15","D X11x14","D X14x9","D X12x9","D X4x13","D X3x16","D X6x15","D X17x5","D X7x14","D X11x7","D X13x5","D X4x18","D X8x8","D X9x5","D X11x11","D X14x4","D X12x12","D X8x15","D X9x14","D X10x13","D X9x16","D X12x11","D X13x10","D X3x12","D X4x15","D X5x14","D X3x18","D X6x13","D X12x2","D X13x3","D X5x17","D X20x5","D X8x3","D X9x2","D X14x3","D X6x17","D X8x10","D X9x11","D X8x16","D X11x13","D X14x10","D X16x5","D X7x13","D X10x11","D X11x2","D X12x5","D X15x8","D X13x8","D X3x14","D X5x12","E X18x10","E X10x14","E X14x7","E X16x17","E X16x8","E X19x10","E X20x13","E X11x12","E X18x11","E X22x13","E X22x14","E X13x15","E X16x18","F X22x19","F X24x14","F X25x15","F X28x10","F X19x13","F X17x13","F X20x14","F X23x19","F X21x15","F X25x16","F X15x13","F X17x6","F X18x5","F X21x17","F X16x11","F X17x10","F X22x17","F X24x16","F X25x13","F X19x15","F X18x8","F X21x13","F X14x14","F X15x15","F X16x13","F X19x8","F X17x8","F X24x18","F X19x17","F X18x6","F X18x12","F X14x12","F X20x17","F X19x5","F X22x18","F X24x13","F X26x15","F X16x15","F X17x14","F X20x13","F X18x13","F X23x16","F X22x15","F X23x14","F X25x17","F X16x6","F X17x7","F X21x18","F X15x16","F X17x11","F X22x16","F X18x16","F X24x15","F X25x14","F X26x13","F X19x12","F X17x12","F X20x15","F X23x18","F X21x14","F X15x12","F X17x5","F X21x16","F X16x12","F X18x14","F X23x13","F X24x17","F X19x14","F X21x12","F X14x15","F X15x14","F X20x16","F X26x14","F X16x14","F X17x15","F X20x12","F X23x17","F X22x14","F X18x15","F X23x15","F X24x19","F X16x5","F X19x16","F X18x7","F X14x13","F X26x16","F X23x20"
"RHOC",2,6,6,0,9,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,10,0,0,0,0,0,1,2,4,0,1,2,0,0,1,0,0,4,1,0,0,1,0,2,0,0,0,0,1,1,4,0,0,15,1,0,2,3,10,0,0,4,0,1,0,0,0,4,0,10,10,1,2,2,1,0,0,2,1,6,1,0,0,2,0,1,0,0,0,0,1,0,3,4,2,14,0,0,3,1,22,0,1,0,3,5,0,0,4,4,0,8,0,5,0,2,0,1,0,5,1,4,1,0,1,1,5,0,2,0,0,3,1,0,4,1,0,3,1,0,3,2,2,0,0,1,3,0,0,4,0,1,4,2,0,3,0,4,2,1,0,1,2,0,5,0,2,0,4,6,0,0,2,0,1,0,5,6,0,0,17,17,8,7,0,9,21,11,2,32,5,22,3,17,4,7,16,0,16,8,6,3,2,28,8,3,7,9,11,1,20,56,6,9,10,19,7,12,7,2,20,12,13,25,5,10,5,17,13,9,8,0,10,0,7,20,0,20,7,36,7,18,20,22,36,12,3,3,7,10,10,8,16,0,18,2,17,19,31,18,10,5,3,10,22,4
"TAGLN",43,107,55,71,80,190,163,50,49,153,173,62,83,97,1,59,103,8,11,27,114,42,54,11,24,8,29,73,25,18,5,26,0,49,9,72,13,25,0,42,17,11,13,14,35,15,15,9,12,20,26,45,28,14,4,7,20,9,10,14,30,6,22,3,19,11,22,15,26,23,15,10,13,6,1,19,11,17,13,28,12,11,7,12,26,20,6,22,31,15,14,38,12,15,8,31,23,9,5,50,12,11,4,11,18,23,13,39,21,35,12,21,18,25,18,51,9,28,14,17,52,19,12,12,8,8,18,18,6,11,4,14,22,15,25,19,16,14,6,17,11,23,34,34,36,10,39,8,12,29,39,38,4,21,10,23,46,0,11,7,7,29,10,15,13,10,26,12,18,31,41,22,31,4,43,17,0,12,20,27,9,31,24,15,27,30,66,2,3,33,42,5,17,32,16,5,17,20,13,10,23,5,18,18,13,35,4,17,15,36,21,15,54,12,17,16,10,14,4,9,16,19,18,15,11,11,5,13,15,18,11,8,12,10,17,4,50,10,12,3,42,13,10,11,5,13,17,5,20,35,10,29,29,16,9,5,9,26,10,21,32,11,11,18,29,11,6,20,7,18,6,12,8,21,14
"IFITM3",0,25,0,18,26,5,27,8,6,10,25,0,2,0,0,2,3,0,0,5,5,6,8,0,0,0,2,0,0,20,0,0,3,29,24,9,2,14,0,7,5,10,2,5,21,10,9,2,7,9,0,16,9,3,5,6,17,6,10,13,5,2,6,9,4,1,17,16,11,13,3,14,5,0,14,7,15,4,7,7,12,10,2,11,13,6,4,22,2,11,10,24,19,2,2,8,1,2,10,8,5,3,14,2,10,23,10,12,15,12,10,26,20,27,21,15,2,13,6,5,14,6,5,5,18,2,8,5,2,6,1,7,14,9,6,14,3,7,1,6,7,5,7,17,27,3,7,11,1,11,12,0,3,6,5,16,13,1,6,7,3,31,11,2,1,4,4,9,21,6,10,0,2,12,7,17,0,0,0,2,0,0,20,0,3,0,0,0,1,22,4,0,1,16,34,3,21,6,35,6,15,8,47,4,13,19,12,1,4,58,11,1,32,13,18,27,3,6,6,10,22,0,5,0,11,17,12,11,19,7,29,4,4,18,19,8,19,13,16,7,22,6,0,1,10,16,16,15,34,19,3,22,52,10,15,3,3,17,7,1,12,19,15,22,10,5,5,31,13,3,23,4,7,9,0
"CKB",23,5,5,12,0,20,4,32,1,36,12,9,0,0,0,0,4,7,2,1,29,28,16,10,0,1,0,18,1,4,0,1,0,0,0,7,12,30,0,30,12,25,5,7,0,8,37,12,0,16,3,20,1,3,1,7,12,25,0,26,8,46,17,2,4,7,67,8,26,10,8,5,1,0,21,3,2,13,3,2,1,0,39,6,7,11,0,6,3,13,14,2,0,7,7,5,2,2,5,5,9,8,10,5,8,1,14,8,75,9,12,8,14,8,20,11,12,11,8,21,14,5,0,1,28,20,8,9,8,30,3,13,0,15,12,9,1,18,0,4,4,15,5,26,28,9,48,4,1,70,5,4,3,10,9,0,0,4,1,6,1,9,12,11,21,2,5,13,7,9,15,2,3,9,8,2,0,0,7,0,0,10,4,0,0,13,1,0,57,24,10,11,27,22,58,2,13,14,89,4,23,2,62,24,7,17,33,2,3,65,7,3,24,13,16,17,22,24,23,6,11,11,20,6,70,21,8,34,28,13,32,22,12,19,101,3,32,45,52,10,14,17,1,0,148,7,5,63,111,12,80,77,75,107,3,20,32,22,7,26,6,21,20,41,8,28,20,81,24,59,15,9,4,44,7
"CTSD",9,10,31,6,10,1,1,4,1,24,15,0,6,0,0,45,0,0,11,0,0,0,8,0,31,0,0,4,1,0,0,1,0,4,4,4,3,10,3,26,3,1,2,0,0,11,1,5,0,0,7,4,6,0,1,2,1,1,0,7,4,8,1,0,2,5,8,4,1,1,2,1,8,5,2,2,1,0,4,2,7,1,9,3,5,4,5,3,6,0,1,2,2,1,2,1,7,2,2,2,4,0,2,0,3,7,3,1,6,3,1,1,1,1,2,10,3,2,1,3,9,1,1,1,0,6,1,0,3,3,8,1,4,5,0,6,0,1,0,0,1,1,1,4,8,2,0,2,2,0,10,0,0,1,4,0,8,0,0,1,3,3,1,7,2,0,7,3,1,2,3,1,2,0,2,27,0,3,0,19,1,1,0,0,0,7,7,0,2,3,9,7,19,13,16,11,9,6,34,12,20,2,62,2,5,6,13,8,12,40,5,2,33,4,14,73,15,8,13,17,44,1,8,18,7,6,7,33,3,5,35,21,2,7,31,15,30,5,35,8,34,11,5,2,13,13,8,13,43,7,29,49,30,48,1,5,27,2,1,41,21,7,4,16,15,2,19,26,3,6,4,8,6,29,12
"GRN",4,2,6,0,11,0,3,1,0,4,3,1,3,0,0,0,2,4,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,4,24,1,21,0,4,1,3,0,5,2,0,5,0,2,5,14,0,1,3,10,0,5,5,1,3,18,0,0,0,15,8,1,0,0,4,3,0,3,0,7,4,4,1,1,3,7,0,1,1,0,11,0,5,3,11,1,1,0,5,1,0,0,8,2,2,4,0,3,0,5,1,1,4,1,10,2,0,0,6,1,2,9,0,6,0,2,0,13,2,1,1,2,3,0,3,0,7,3,6,2,0,4,1,9,0,0,4,12,1,1,0,2,9,3,4,0,1,3,3,2,1,0,1,4,12,0,0,0,0,3,3,6,0,3,0,0,0,0,4,0,0,0,2,0,0,1,4,0,0,0,0,3,11,4,3,4,6,7,3,0,0,17,6,7,5,3,0,10,21,2,2,12,13,4,7,17,2,0,19,3,8,7,17,16,3,3,1,7,10,8,8,0,7,19,5,2,3,11,3,15,8,13,3,5,8,6,0,7,3,0,5,6,11,13,17,6,6,2,1,3,13,9,6,0,4,6,9,2,1,9,9,2,11,0,0,1,6,8
"PSAP",10,25,23,13,15,57,41,48,11,121,28,5,27,27,0,0,5,2,0,1,34,0,4,7,12,5,35,29,10,12,0,0,0,19,16,6,6,69,4,12,21,12,19,10,10,13,29,10,11,19,7,22,16,4,13,7,14,10,10,27,22,17,41,9,9,6,13,22,9,2,7,3,20,11,19,2,6,0,4,20,25,4,18,29,5,6,3,2,15,19,6,28,22,22,16,17,8,1,22,14,20,18,7,9,10,24,2,12,25,22,15,27,6,36,10,18,9,17,8,13,33,7,2,7,16,8,10,11,9,18,5,14,36,23,13,46,12,11,5,11,24,22,8,26,25,2,8,11,5,11,25,4,4,8,8,3,19,9,28,14,3,13,16,5,10,12,13,16,9,20,16,8,16,15,9,16,0,26,9,5,27,10,3,2,8,22,4,1,14,53,40,24,38,21,99,18,40,36,80,14,39,7,152,23,9,42,5,39,24,59,9,14,61,22,46,39,31,11,23,26,74,13,15,25,63,41,49,44,4,21,97,27,13,40,50,11,66,63,75,10,28,9,13,13,77,25,21,30,87,37,53,145,81,52,42,37,33,10,18,40,10,21,19,56,15,39,21,51,22,50,11,7,4,56,52
"TIMP2",0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1,0,29,0,9,1,6,0,3,15,8,4,0,0,5,7,0,0,6,0,0,0,13,10,0,8,0,6,0,0,6,7,1,3,0,8,1,2,10,6,1,0,11,2,4,8,12,6,4,2,2,5,0,3,4,7,15,4,11,2,0,3,8,10,2,17,0,13,5,0,3,3,13,8,7,0,21,13,0,1,15,5,1,30,4,0,0,2,8,0,1,4,4,0,7,10,2,0,7,27,2,2,15,7,2,3,3,4,0,5,1,0,1,11,2,0,1,4,3,7,13,2,16,0,5,0,10,0,7,0,6,6,4,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,20,12,6,11,5,0,12,4,26,5,10,6,20,8,1,9,0,0,1,1,3,7,6,1,6,0,0,11,2,19,5,4,0,0,6,6,15,1,5,1,8,11,6,2,17,0,7,19,0,24,7,0,0,0,0,13,14,12,28,13,2,17,9,4,0,7,9,14,3,20,19,3,5,21,10,0,2,5,1,5,4,0,1,1,5
"DDX3X",0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,84,0,1,3,3,2,0,0,0,1,0,1,0,0,0,2,0,0,1,2,1,0,3,0,1,8,0,2,3,18,5,0,4,2,1,1,2,4,0,2,14,1,14,0,0,1,0,1,0,2,3,2,1,5,0,8,0,3,1,0,0,0,0,0,0,0,16,0,0,0,1,10,0,0,7,1,4,8,0,0,17,1,0,24,1,0,0,6,4,0,0,6,15,1,0,2,0,2,9,0,0,0,0,4,0,2,4,0,3,0,0,0,23,2,0,0,1,6,0,0,0,0,1,0,0,16,0,0,0,0,22,3,0,3,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,0,0,1,3,3,10,0,28,0,0,16,0,1,0,3,0,0,4,0,3,0,4,8,8,0,1,4,2,0,0,3,5,1,0,5,20,0,0,2,3,1,0,9,1,0,4,11,0,0,1,0,23,16,4,0,2,8,9,9,0,6,2,0,0,0,1,0,1,0,1,0,1,5,1,6,0,0,2,0,0
"TOP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,9,0,0,0,0,0,2,10,0,0,0,0,2,12,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,9,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,1,0,0,4,0,0,0,1,3,0,0,0,1,0,0,0,7,0,0,0,1,0,0,9,0,0,0,0,3,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,4,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2,0,0,0,1,0,2,0,0,1,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,7,12,7,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NDEL1",0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,10,0,3,1,0,0,2,0,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,3,1,0,1,0,2,0,2,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0,2,2,0,0,5,0,0,0,0,0,0,23,0,9,2,0,0,2,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,1,2,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,8,1,0,0,2,2,0,3,3,0,0,5,2,5,0,0,2,0,4,0,0,0,2,3,1,2,2,0,0,0,0,0,3,1,0,0,3,0,0,0,0,10,8,0,0,0,0,0,0
"TOX4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,2,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,3,0,0,0,4,0,0,1,0,0,1,0,0,0,3,3,5,7,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,15,0,2,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,0,0,7,0,14,0,0,0,12,0,1,0,6,0,0,0,0,0,1,0,2,0,5,0,0,2,0,0,2,2,12,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,8,0,0,0,18,0,5,8,1,4,0,2,5,2,0,7,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0
"UBE2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,0,0,0,3,0,0,0,1,0,0,2,0,0,0,4,0,0,2,0,0,0,0,0,1,0,1,1,0,6,1,0,0,0,0,2,0,0,0,0,3,0,3,1,0,0,0,5,0,0,0,0,0,0,0,1,2,0,2,13,1,0,1,2,0,2,0,0,0,0,0,2,1,0,2,2,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,5,0,0,1,0,5,0,1,0,1,0,0,0,1,3,1,0,1,0,17,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,5,0,6,0,4,24,0,1,0,0,15,0,0,0,1,0,0,2,0,0,2,1,0,1,0,0,3,0,4,2,0,1,1,2,0,0,8,0,0,4,2,0,1,0,0,0,2,0,0,9,1,1,5,4,19,1,0,0,0,1,1,6,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0
"SEMA3C",7,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,1,2,0,0,1,0,4,0,0,0,0,0,1,0,0,2,6,2,0,5,0,4,0,0,0,0,7,2,0,0,0,2,0,0,1,15,2,9,0,2,0,0,7,4,1,4,0,0,0,6,0,9,4,1,1,1,0,0,0,0,0,1,0,5,0,7,0,0,5,0,0,0,1,2,0,0,0,0,7,4,3,0,0,0,1,1,0,0,5,0,0,5,1,3,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,7,0,0,0,5,2,1,3,0,0,1,2,0,0,0,0,0,0,2,4,2,0,0,2,0,0,0,0,2,0,0,0,1,0,1,0,19,0,0,0,3,0,4,0,0,1,0,0,0,0,2,0,0,9,0,14,1,0,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
"CFLAR",0,0,8,0,8,0,3,2,5,0,0,0,3,0,0,0,5,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,1,0,0,1,0,0,0,0,1,4,0,8,2,0,0,0,4,1,7,0,0,0,0,0,0,1,0,1,5,5,0,0,0,1,0,0,0,0,0,1,0,9,0,0,2,1,0,4,6,0,0,1,0,0,7,0,0,4,0,1,16,4,0,0,3,2,8,1,0,1,0,1,2,0,1,0,2,2,2,0,2,5,0,3,0,0,0,1,0,2,0,0,0,1,0,0,5,0,0,0,0,6,2,0,0,0,13,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,2,1,2,1,0,2,4,0,0,0,0,0,2,5,0,0,0,0,0,0,0,1,0,3,7,1,0,8,4,2,0,0,1,3,1,0,0,2,0,2,10,0,0,7,1,0,6,11,0,3,3,5,0,1,3,8,0,0,3,3,5,8,3,0,0,20,0,0,2,9,3,9,0,1,6,5,0,0,0,6,3,0,0,6,3,5,7,4,4,2,1,1,2,0,6,0,5,1,9,1,0,2,15,0,5,3,0,5,2,3
"IFITM2",0,0,1,1,6,2,0,5,6,7,13,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,5,2,0,11,0,2,1,0,7,0,0,0,2,0,0,5,3,4,0,7,2,5,0,1,0,0,3,1,11,6,0,2,0,2,4,14,1,5,5,2,12,8,0,0,0,6,9,4,2,0,2,10,11,3,6,0,1,12,8,0,21,11,1,0,2,12,3,0,2,11,1,4,6,0,6,4,10,2,13,1,1,3,0,5,0,1,0,1,0,0,0,0,5,0,0,10,1,7,1,5,4,1,0,4,0,1,0,0,7,0,0,1,0,0,3,3,0,1,0,0,1,4,3,6,0,0,4,4,8,9,5,8,0,0,2,5,2,0,0,0,0,0,2,0,0,1,0,0,0,0,2,22,2,0,5,6,0,1,1,1,0,2,0,16,7,2,3,0,0,0,9,1,0,23,4,7,6,2,3,5,0,3,0,1,0,2,6,8,5,6,2,2,1,0,2,0,0,4,12,2,10,1,2,0,1,1,0,0,2,11,2,0,5,1,0,2,1,2,0,0,5,4,2,4,7,1,0,2,15,0,11,2,6,0,0,0
"PHC2",0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,3,0,2,0,0,6,0,4,0,5,0,1,0,0,3,0,12,3,0,3,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,8,1,0,1,0,1,1,6,0,0,3,0,5,0,0,0,2,0,0,4,2,0,19,0,1,2,2,0,1,0,0,1,0,4,8,0,2,2,3,3,2,19,0,4,0,3,0,15,0,0,0,2,0,0,0,0,3,0,2,0,0,0,6,4,5,2,1,0,3,0,2,0,9,4,0,0,0,0,1,0,1,3,1,0,0,1,1,0,0,4,0,0,0,7,1,1,0,7,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,3,5,0,1,1,0,3,5,5,0,17,0,0,4,12,0,0,1,0,0,0,8,0,0,5,5,11,12,3,2,0,7,7,2,0,1,29,0,10,0,2,7,5,0,0,1,2,3,9,16,13,0,13,1,1,8,3,0,0,7,18,4,7,5,11,3,0,0,3,21,12,10,1,0,4,0,0,0,6,2,0,1,6,2,3,1,0
"NAMPT",0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,2,0,3,0,0,3,1,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,6,0,6,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,7,0,1,1,6,1,3,1,2,0,0,0,0,0,0,4,0,0,6,3,1,0,0,0,0,0,0,1,0,0,8,0,28,2,2,1,0,0,2,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,8,0,4,4,1,0,0,1,0,0,0,0,0,0,19,0,1,1,0,1,0,5,0,0,0,1,3,3,13,3,0,0,2,0,0,2,15,2,0,0,3,0,15,0,0,0,0,0,1,0,4,1,0,3,4,1,6,3,1,0,1,0,0,0,2,0,0,3,1,2,6,1,0,0,0,0,0
"TNFRSF1A",0,0,0,1,14,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,1,1,2,1,1,0,7,0,2,1,1,0,2,14,0,0,1,0,4,0,3,0,2,1,0,3,6,5,2,1,0,0,4,3,6,0,0,1,3,1,6,9,0,1,3,1,3,0,0,0,0,0,4,4,2,1,5,4,2,0,0,5,0,2,1,1,12,4,1,1,9,2,6,13,3,2,0,9,2,0,0,9,2,0,0,6,0,0,0,0,2,0,0,3,0,3,5,3,0,1,3,0,0,0,12,4,2,1,0,0,1,4,1,0,0,4,2,3,0,2,0,0,4,3,0,0,3,5,0,1,0,0,1,4,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,23,5,7,0,6,6,0,4,38,8,10,7,9,28,16,2,14,5,6,8,22,3,1,8,3,0,9,2,2,2,0,13,0,1,4,22,11,15,5,0,4,18,7,0,8,7,8,4,1,19,1,8,0,1,6,4,0,3,3,34,6,12,48,20,10,18,0,2,5,0,17,3,0,0,13,10,11,4,6,9,24,12,1,0,9,11
"BRD2",0,2,0,0,0,0,1,1,4,4,0,0,0,7,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,0,11,6,7,4,1,0,3,3,9,2,8,0,15,11,0,0,4,1,15,0,23,9,9,36,15,5,0,29,9,23,2,5,6,0,0,9,0,4,2,2,23,14,6,6,2,0,7,3,4,3,10,1,6,9,6,0,4,9,0,0,4,4,5,12,6,0,18,1,17,9,2,4,4,10,4,9,6,14,2,0,0,20,5,0,17,16,1,4,8,0,1,0,7,14,0,14,7,3,13,3,8,25,6,3,17,17,11,0,6,6,2,4,1,0,16,22,3,0,17,1,2,1,3,3,0,9,1,22,9,9,4,17,0,5,11,10,2,0,0,0,3,0,4,0,0,0,0,9,0,17,14,4,8,0,23,24,1,12,6,15,1,0,2,42,17,3,15,1,0,5,16,12,2,24,11,7,24,12,13,7,28,26,20,1,2,17,52,14,13,1,8,28,27,1,9,18,13,24,25,19,15,6,3,0,1,19,0,6,17,26,28,8,29,55,28,12,9,2,10,15,8,0,9,10,9,31,6,12,31,4,10,0,6,4,1,1
"PRDX6",0,8,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,9,0,0,0,6,0,0,0,0,113,0,0,0,0,0,1,2,12,0,1,1,1,2,2,0,13,14,2,4,1,0,10,1,1,0,4,2,3,0,12,0,7,0,0,1,0,7,0,3,0,1,0,0,2,1,1,2,3,0,5,3,0,0,11,3,8,3,3,0,0,0,0,0,9,4,4,0,1,1,3,3,0,6,14,0,0,0,5,2,1,1,0,1,1,0,9,4,1,0,0,0,2,0,0,1,0,0,1,0,8,4,22,2,7,6,2,0,1,0,0,0,1,0,0,18,1,1,0,0,1,0,8,0,0,0,1,0,0,0,3,0,1,4,0,0,0,0,11,3,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,5,8,5,10,8,1,2,6,8,3,0,27,2,4,12,0,0,6,37,0,3,14,5,2,3,3,5,0,3,5,5,0,0,10,1,3,12,5,3,14,4,3,0,24,0,16,8,16,1,9,1,2,7,27,6,3,9,14,6,10,17,17,20,0,1,9,3,0,5,1,2,2,2,5,0,8,10,0,3,0,1,0,2,4
"NHP2",0,2,0,0,0,0,2,0,0,0,8,4,0,0,0,1,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,37,0,0,7,0,1,1,0,4,6,0,0,0,6,0,1,0,4,5,2,3,0,0,0,0,0,4,2,17,5,5,1,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,5,0,2,0,2,0,3,1,0,0,0,0,0,5,0,0,0,0,5,1,0,0,0,1,0,0,3,12,4,8,0,5,0,2,4,3,1,0,2,1,0,3,4,0,1,0,16,3,0,2,1,19,5,7,5,2,9,0,2,0,0,4,2,0,0,11,5,0,0,0,0,0,8,0,0,0,0,2,7,13,0,0,7,0,0,1,0,0,2,0,0,1,0,0,0,0,0,5,0,2,0,0,0,0,7,1,0,15,0,4,1,5,0,1,10,5,1,0,2,0,0,1,0,4,2,8,1,1,6,3,1,3,0,7,1,7,1,6,4,0,8,4,7,0,0,0,4,4,0,1,6,0,14,14,10,4,6,0,0,0,0,0,9,10,9,2,10,14,5,2,7,0,0,4,3,5,0,2,3,0,1,8,10,9,0,6,0,0,0,12,8
