image name, spot coordinates, no of nuclei
P1.3,11x6,31 nuclei
P1.3,11x7,23 nuclei
P1.3,11x8,41 nuclei
P1.3,11x9,47 nuclei
P1.3,12x10,22 nuclei
P1.3,12x11,59 nuclei
P1.3,12x12,24 nuclei
P1.3,12x13,28 nuclei
P1.3,12x14,26 nuclei
P1.3,12x15,22 nuclei
P1.3,12x16,14 nuclei
P1.3,12x17,20 nuclei
P1.3,12x18,57 nuclei
P1.3,12x19,74 nuclei
P1.3,12x2,71 nuclei
P1.3,12x20,93 nuclei
P1.3,12x21,60 nuclei
P1.3,12x22,11 nuclei
P1.3,12x3,49 nuclei
P1.3,12x4,9 nuclei
P1.3,12x5,1 nucleus
P1.3,12x6,65 nuclei
P1.3,12x7,6 nuclei
P1.3,12x8,60 nuclei
P1.3,12x9,25 nuclei
P1.3,13x10,30 nuclei
P1.3,13x11,29 nuclei
P1.3,13x12,51 nuclei
P1.3,13x13,29 nuclei
P1.3,13x14,49 nuclei
P1.3,13x15,83 nuclei
P1.3,13x16,53 nuclei
P1.3,13x17,36 nuclei
P1.3,13x18,96 nuclei
P1.3,13x19,136 nuclei
P1.3,13x2,35 nuclei
P1.3,13x20,47 nuclei
P1.3,13x21,61 nuclei
P1.3,13x3,23 nuclei
P1.3,13x4,33 nuclei
P1.3,13x5,37 nuclei
P1.3,13x6,53 nuclei
P1.3,13x7,39 nuclei
P1.3,13x8,25 nuclei
P1.3,13x9,46 nuclei
P1.3,14x10,18 nuclei
P1.3,14x11,39 nuclei
P1.3,14x12,31 nuclei
P1.3,14x13,31 nuclei
P1.3,14x14,82 nuclei
P1.3,14x15,75 nuclei
P1.3,14x16,146 nuclei
P1.3,14x17,24 nuclei
P1.3,14x18,33 nuclei
P1.3,14x19,77 nuclei
P1.3,14x2,15 nuclei
P1.3,14x21,94 nuclei
P1.3,14x22,1 nucleus
P1.3,14x3,50 nuclei
P1.3,14x4,28 nuclei
P1.3,14x5,44 nuclei
P1.3,14x6,53 nuclei
P1.3,14x7,72 nuclei
P1.3,14x8,106 nuclei
P1.3,14x9,53 nuclei
P1.3,15x10,58 nuclei
P1.3,15x11,80 nuclei
P1.3,15x12,55 nuclei
P1.3,15x13,57 nuclei
P1.3,15x14,68 nuclei
P1.3,15x15,94 nuclei
P1.3,15x16,100 nuclei
P1.3,15x17,127 nuclei
P1.3,15x18,25 nuclei
P1.3,15x19,50 nuclei
P1.3,15x2,38 nuclei
P1.3,15x20,30 nuclei
P1.3,15x21,57 nuclei
P1.3,15x4,70 nuclei
P1.3,15x5,65 nuclei
P1.3,15x6,40 nuclei
P1.3,15x7,106 nuclei
P1.3,15x8,93 nuclei
P1.3,15x9,75 nuclei
P1.3,16x10,39 nuclei
P1.3,16x11,51 nuclei
P1.3,16x12,31 nuclei
P1.3,16x13,32 nuclei
P1.3,16x14,115 nuclei
P1.3,16x15,37 nuclei
P1.3,16x16,94 nuclei
P1.3,16x17,47 nuclei
P1.3,16x18,21 nuclei
P1.3,16x19,23 nuclei
P1.3,16x2,20 nuclei
P1.3,16x20,121 nuclei
P1.3,16x21,73 nuclei
P1.3,16x22,6 nuclei
P1.3,16x3,4 nuclei
P1.3,16x4,76 nuclei
P1.3,16x5,24 nuclei
P1.3,16x6,29 nuclei
P1.3,16x7,83 nuclei
P1.3,16x8,80 nuclei
P1.3,16x9,52 nuclei
P1.3,17x10,29 nuclei
P1.3,17x11,28 nuclei
P1.3,17x12,32 nuclei
P1.3,17x13,19 nuclei
P1.3,17x14,70 nuclei
P1.3,17x15,72 nuclei
P1.3,17x16,98 nuclei
P1.3,17x17,82 nuclei
P1.3,17x18,35 nuclei
P1.3,17x19,36 nuclei
P1.3,17x2,49 nuclei
P1.3,17x20,145 nuclei
P1.3,17x21,70 nuclei
P1.3,17x22,11 nuclei
P1.3,17x3,22 nuclei
P1.3,17x4,13 nuclei
P1.3,17x5,21 nuclei
P1.3,17x6,26 nuclei
P1.3,17x7,43 nuclei
P1.3,17x8,45 nuclei
P1.3,17x9,48 nuclei
P1.3,18x10,71 nuclei
P1.3,18x11,80 nuclei
P1.3,18x12,28 nuclei
P1.3,18x13,96 nuclei
P1.3,18x14,70 nuclei
P1.3,18x15,124 nuclei
P1.3,18x16,105 nuclei
P1.3,18x17,37 nuclei
P1.3,18x18,35 nuclei
P1.3,18x19,54 nuclei
P1.3,18x2,75 nuclei
P1.3,18x20,161 nuclei
P1.3,18x21,62 nuclei
P1.3,18x22,18 nuclei
P1.3,18x3,46 nuclei
P1.3,18x4,53 nuclei
P1.3,18x5,93 nuclei
P1.3,18x6,71 nuclei
P1.3,18x7,20 nuclei
P1.3,18x8,42 nuclei
P1.3,18x9,53 nuclei
P1.3,19x10,52 nuclei
P1.3,19x11,48 nuclei
P1.3,19x12,11 nuclei
P1.3,19x13,8 nuclei
P1.3,19x14,17 nuclei
P1.3,19x15,94 nuclei
P1.3,19x16,74 nuclei
P1.3,19x17,5 nuclei
P1.3,19x18,57 nuclei
P1.3,19x19,16 nuclei
P1.3,19x2,21 nuclei
P1.3,19x20,15 nuclei
P1.3,19x21,63 nuclei
P1.3,19x22,3 nuclei
P1.3,19x3,51 nuclei
P1.3,19x4,67 nuclei
P1.3,19x5,43 nuclei
P1.3,19x6,35 nuclei
P1.3,19x7,38 nuclei
P1.3,19x8,60 nuclei
P1.3,19x9,36 nuclei
P1.3,20x10,51 nuclei
P1.3,20x12,13 nuclei
P1.3,20x13,21 nuclei
P1.3,20x14,35 nuclei
P1.3,20x15,25 nuclei
P1.3,20x16,57 nuclei
P1.3,20x17,89 nuclei
P1.3,20x18,59 nuclei
P1.3,20x19,23 nuclei
P1.3,20x2,25 nuclei
P1.3,20x20,78 nuclei
P1.3,20x21,66 nuclei
P1.3,20x22,58 nuclei
P1.3,20x3,60 nuclei
P1.3,20x4,86 nuclei
P1.3,20x5,39 nuclei
P1.3,20x6,25 nuclei
P1.3,20x7,22 nuclei
P1.3,20x8,42 nuclei
P1.3,20x9,47 nuclei
P1.3,21x10,82 nuclei
P1.3,21x12,32 nuclei
P1.3,21x13,23 nuclei
P1.3,21x14,112 nuclei
P1.3,21x15,62 nuclei
P1.3,21x16,26 nuclei
P1.3,21x17,31 nuclei
P1.3,21x18,126 nuclei
P1.3,21x19,24 nuclei
P1.3,21x2,24 nuclei
P1.3,21x20,91 nuclei
P1.3,21x21,29 nuclei
P1.3,21x22,32 nuclei
P1.3,21x3,56 nuclei
P1.3,21x4,22 nuclei
P1.3,21x5,97 nuclei
P1.3,21x6,102 nuclei
P1.3,21x7,38 nuclei
P1.3,21x8,32 nuclei
P1.3,21x9,32 nuclei
P1.3,22x10,61 nuclei
P1.3,22x11,74 nuclei
P1.3,22x12,96 nuclei
P1.3,22x13,58 nuclei
P1.3,22x14,107 nuclei
P1.3,22x15,115 nuclei
P1.3,22x16,52 nuclei
P1.3,22x17,83 nuclei
P1.3,22x18,21 nuclei
P1.3,22x19,32 nuclei
P1.3,22x2,76 nuclei
P1.3,22x20,29 nuclei
P1.3,22x21,22 nuclei
P1.3,22x22,14 nuclei
P1.3,22x3,36 nuclei
P1.3,22x4,41 nuclei
P1.3,22x5,46 nuclei
P1.3,22x6,21 nuclei
P1.3,22x7,40 nuclei
P1.3,22x8,52 nuclei
P1.3,22x9,64 nuclei
P1.3,23x10,112 nuclei
P1.3,23x11,93 nuclei
P1.3,23x12,73 nuclei
P1.3,23x13,50 nuclei
P1.3,23x14,110 nuclei
P1.3,23x15,103 nuclei
P1.3,23x16,61 nuclei
P1.3,23x17,114 nuclei
P1.3,23x18,16 nuclei
P1.3,23x19,25 nuclei
P1.3,23x2,95 nuclei
P1.3,23x20,25 nuclei
P1.3,23x21,24 nuclei
P1.3,23x22,6 nuclei
P1.3,23x3,47 nuclei
P1.3,23x5,28 nuclei
P1.3,23x6,39 nuclei
P1.3,23x7,56 nuclei
P1.3,23x8,73 nuclei
P1.3,23x9,31 nuclei
P1.3,24x10,85 nuclei
P1.3,24x11,69 nuclei
P1.3,24x12,91 nuclei
P1.3,24x13,102 nuclei
P1.3,24x14,93 nuclei
P1.3,24x15,92 nuclei
P1.3,24x16,140 nuclei
P1.3,24x17,73 nuclei
P1.3,24x18,26 nuclei
P1.3,24x19,18 nuclei
P1.3,24x2,15 nuclei
P1.3,24x20,24 nuclei
P1.3,24x21,24 nuclei
P1.3,24x22,0 nuclei
P1.3,24x3,26 nuclei
P1.3,24x4,75 nuclei
P1.3,24x5,66 nuclei
P1.3,24x6,30 nuclei
P1.3,24x7,115 nuclei
P1.3,24x8,35 nuclei
P1.3,24x9,36 nuclei
P1.3,25x10,28 nuclei
P1.3,25x11,7 nuclei
P1.3,25x12,20 nuclei
P1.3,25x13,47 nuclei
P1.3,25x14,80 nuclei
P1.3,25x15,46 nuclei
P1.3,25x16,59 nuclei
P1.3,25x17,39 nuclei
P1.3,25x18,45 nuclei
P1.3,25x19,32 nuclei
P1.3,25x2,18 nuclei
P1.3,25x20,27 nuclei
P1.3,25x21,43 nuclei
P1.3,25x22,11 nuclei
P1.3,25x3,93 nuclei
P1.3,25x4,16 nuclei
P1.3,25x5,115 nuclei
P1.3,25x6,28 nuclei
P1.3,25x7,32 nuclei
P1.3,25x8,124 nuclei
P1.3,25x9,95 nuclei
P1.3,26x10,78 nuclei
P1.3,26x11,91 nuclei
P1.3,26x12,8 nuclei
P1.3,26x13,105 nuclei
P1.3,26x14,4 nuclei
P1.3,26x15,27 nuclei
P1.3,26x16,45 nuclei
P1.3,26x17,30 nuclei
P1.3,26x18,151 nuclei
P1.3,26x19,28 nuclei
P1.3,26x2,14 nuclei
P1.3,26x20,70 nuclei
P1.3,26x21,21 nuclei
P1.3,26x22,23 nuclei
P1.3,26x3,101 nuclei
P1.3,26x4,35 nuclei
P1.3,26x5,16 nuclei
P1.3,26x6,104 nuclei
P1.3,26x7,93 nuclei
P1.3,26x8,84 nuclei
P1.3,26x9,69 nuclei
P1.3,27x10,55 nuclei
P1.3,27x11,16 nuclei
P1.3,27x12,69 nuclei
P1.3,27x13,63 nuclei
P1.3,27x14,51 nuclei
P1.3,27x15,36 nuclei
P1.3,27x17,48 nuclei
P1.3,27x18,2 nuclei
P1.3,27x19,10 nuclei
P1.3,27x2,35 nuclei
P1.3,27x20,58 nuclei
P1.3,27x21,39 nuclei
P1.3,27x22,19 nuclei
P1.3,27x3,32 nuclei
P1.3,27x4,30 nuclei
P1.3,27x5,18 nuclei
P1.3,27x6,35 nuclei
P1.3,27x7,111 nuclei
P1.3,27x8,55 nuclei
P1.3,27x9,52 nuclei
P1.3,28x10,78 nuclei
P1.3,28x11,21 nuclei
P1.3,28x12,58 nuclei
P1.3,28x13,46 nuclei
P1.3,28x14,4 nuclei
P1.3,28x15,98 nuclei
P1.3,28x16,48 nuclei
P1.3,28x17,15 nuclei
P1.3,28x18,23 nuclei
P1.3,28x19,19 nuclei
P1.3,28x2,76 nuclei
P1.3,28x20,11 nuclei
P1.3,28x21,26 nuclei
P1.3,28x22,25 nuclei
P1.3,28x23,2 nuclei
P1.3,28x3,49 nuclei
P1.3,28x4,55 nuclei
P1.3,28x5,106 nuclei
P1.3,28x6,41 nuclei
P1.3,28x7,23 nuclei
P1.3,28x8,43 nuclei
P1.3,28x9,35 nuclei
P1.3,29x10,94 nuclei
P1.3,29x11,129 nuclei
P1.3,29x12,63 nuclei
P1.3,29x13,103 nuclei
P1.3,29x14,14 nuclei
P1.3,29x15,82 nuclei
P1.3,29x16,21 nuclei
P1.3,29x17,58 nuclei
P1.3,29x18,35 nuclei
P1.3,29x19,2 nuclei
P1.3,29x2,46 nuclei
P1.3,29x20,55 nuclei
P1.3,29x21,9 nuclei
P1.3,29x22,32 nuclei
P1.3,29x23,0 nuclei
P1.3,29x3,42 nuclei
P1.3,29x4,45 nuclei
P1.3,29x5,39 nuclei
P1.3,29x6,86 nuclei
P1.3,29x7,22 nuclei
P1.3,29x8,77 nuclei
P1.3,29x9,35 nuclei
P1.3,2x10,25 nuclei
P1.3,2x11,77 nuclei
P1.3,2x12,49 nuclei
P1.3,2x13,61 nuclei
P1.3,2x14,47 nuclei
P1.3,2x15,53 nuclei
P1.3,2x16,94 nuclei
P1.3,2x17,40 nuclei
P1.3,2x18,20 nuclei
P1.3,2x19,27 nuclei
P1.3,2x20,22 nuclei
P1.3,2x21,27 nuclei
P1.3,2x22,8 nuclei
P1.3,2x6,7 nuclei
P1.3,2x7,16 nuclei
P1.3,2x8,27 nuclei
P1.3,2x9,24 nuclei
P1.3,30x10,114 nuclei
P1.3,30x11,20 nuclei
P1.3,30x12,64 nuclei
P1.3,30x13,67 nuclei
P1.3,30x14,67 nuclei
P1.3,30x15,27 nuclei
P1.3,30x16,33 nuclei
P1.3,30x17,106 nuclei
P1.3,30x18,78 nuclei
P1.3,30x19,8 nuclei
P1.3,30x2,40 nuclei
P1.3,30x20,15 nuclei
P1.3,30x21,49 nuclei
P1.3,30x22,21 nuclei
P1.3,30x23,7 nuclei
P1.3,30x3,45 nuclei
P1.3,30x4,39 nuclei
P1.3,30x5,26 nuclei
P1.3,30x6,24 nuclei
P1.3,30x8,61 nuclei
P1.3,30x9,42 nuclei
P1.3,31x10,76 nuclei
P1.3,31x11,42 nuclei
P1.3,31x12,43 nuclei
P1.3,31x13,34 nuclei
P1.3,31x14,21 nuclei
P1.3,31x15,38 nuclei
P1.3,31x16,34 nuclei
P1.3,31x17,26 nuclei
P1.3,31x18,51 nuclei
P1.3,31x19,30 nuclei
P1.3,31x2,13 nuclei
P1.3,31x20,13 nuclei
P1.3,31x21,17 nuclei
P1.3,31x22,18 nuclei
P1.3,31x3,44 nuclei
P1.3,31x4,49 nuclei
P1.3,31x5,32 nuclei
P1.3,31x6,58 nuclei
P1.3,31x7,37 nuclei
P1.3,31x8,36 nuclei
P1.3,31x9,40 nuclei
P1.3,32x10,23 nuclei
P1.3,32x11,22 nuclei
P1.3,32x12,29 nuclei
P1.3,32x13,40 nuclei
P1.3,32x14,43 nuclei
P1.3,32x15,40 nuclei
P1.3,32x16,18 nuclei
P1.3,32x17,25 nuclei
P1.3,32x18,52 nuclei
P1.3,32x19,26 nuclei
P1.3,32x2,31 nuclei
P1.3,32x20,63 nuclei
P1.3,32x21,78 nuclei
P1.3,32x22,13 nuclei
P1.3,32x3,56 nuclei
P1.3,32x4,34 nuclei
P1.3,32x5,47 nuclei
P1.3,32x6,2 nuclei
P1.3,32x7,59 nuclei
P1.3,32x8,53 nuclei
P1.3,32x9,49 nuclei
P1.3,3x10,28 nuclei
P1.3,3x11,24 nuclei
P1.3,3x12,33 nuclei
P1.3,3x13,54 nuclei
P1.3,3x14,21 nuclei
P1.3,3x15,23 nuclei
P1.3,3x16,22 nuclei
P1.3,3x17,19 nuclei
P1.3,3x18,9 nuclei
P1.3,3x19,17 nuclei
P1.3,3x20,8 nuclei
P1.3,3x21,47 nuclei
P1.3,3x22,17 nuclei
P1.3,3x6,26 nuclei
P1.3,3x7,27 nuclei
P1.3,3x8,29 nuclei
P1.3,3x9,38 nuclei
P1.3,4x10,59 nuclei
P1.3,4x11,36 nuclei
P1.3,4x12,30 nuclei
P1.3,4x13,66 nuclei
P1.3,4x14,75 nuclei
P1.3,4x15,28 nuclei
P1.3,4x16,12 nuclei
P1.3,4x17,44 nuclei
P1.3,4x18,1 nucleus
P1.3,4x19,32 nuclei
P1.3,4x20,32 nuclei
P1.3,4x21,38 nuclei
P1.3,4x22,35 nuclei
P1.3,4x6,17 nuclei
P1.3,4x7,23 nuclei
P1.3,4x8,28 nuclei
P1.3,4x9,43 nuclei
P1.3,5x10,24 nuclei
P1.3,5x11,39 nuclei
P1.3,5x12,87 nuclei
P1.3,5x13,96 nuclei
P1.3,5x14,81 nuclei
P1.3,5x15,21 nuclei
P1.3,5x16,32 nuclei
P1.3,5x17,45 nuclei
P1.3,5x18,0 nuclei
P1.3,5x19,72 nuclei
P1.3,5x20,55 nuclei
P1.3,5x21,48 nuclei
P1.3,5x22,41 nuclei
P1.3,5x6,16 nuclei
P1.3,5x7,27 nuclei
P1.3,5x8,37 nuclei
P1.3,5x9,32 nuclei
P1.3,6x10,16 nuclei
P1.3,6x11,36 nuclei
P1.3,6x12,81 nuclei
P1.3,6x13,31 nuclei
P1.3,6x14,17 nuclei
P1.3,6x15,98 nuclei
P1.3,6x16,41 nuclei
P1.3,6x17,23 nuclei
P1.3,6x18,11 nuclei
P1.3,6x19,78 nuclei
P1.3,6x2,21 nuclei
P1.3,6x20,62 nuclei
P1.3,6x21,59 nuclei
P1.3,6x22,36 nuclei
P1.3,6x3,29 nuclei
P1.3,6x4,19 nuclei
P1.3,6x5,40 nuclei
P1.3,6x6,20 nuclei
P1.3,6x7,28 nuclei
P1.3,6x8,33 nuclei
P1.3,6x9,26 nuclei
P1.3,7x10,53 nuclei
P1.3,7x11,27 nuclei
P1.3,7x12,44 nuclei
P1.3,7x13,44 nuclei
P1.3,7x14,73 nuclei
P1.3,7x15,62 nuclei
P1.3,7x16,26 nuclei
P1.3,7x17,75 nuclei
P1.3,7x18,39 nuclei
P1.3,7x19,42 nuclei
P1.3,7x2,12 nuclei
P1.3,7x20,21 nuclei
P1.3,7x21,22 nuclei
P1.3,7x22,52 nuclei
P1.3,7x3,26 nuclei
P1.3,7x4,57 nuclei
P1.3,7x5,32 nuclei
P1.3,7x6,23 nuclei
P1.3,7x7,36 nuclei
P1.3,7x8,40 nuclei
P1.3,7x9,51 nuclei
P1.3,8x10,39 nuclei
P1.3,8x11,38 nuclei
P1.3,8x12,28 nuclei
P1.3,8x13,57 nuclei
P1.3,8x14,78 nuclei
P1.3,8x15,55 nuclei
P1.3,8x16,47 nuclei
P1.3,8x17,110 nuclei
P1.3,8x18,96 nuclei
P1.3,8x19,57 nuclei
P1.3,8x2,31 nuclei
P1.3,8x20,83 nuclei
P1.3,8x21,55 nuclei
P1.3,8x22,39 nuclei
P1.3,8x3,33 nuclei
P1.3,8x4,31 nuclei
P1.3,8x5,43 nuclei
P1.3,8x6,51 nuclei
P1.3,8x7,27 nuclei
P1.3,8x8,39 nuclei
P1.3,8x9,51 nuclei
P1.3,9x10,70 nuclei
P1.3,9x11,23 nuclei
P1.3,9x12,50 nuclei
P1.3,9x13,62 nuclei
P1.3,9x14,62 nuclei
P1.3,9x15,37 nuclei
P1.3,9x16,57 nuclei
P1.3,9x17,116 nuclei
P1.3,9x18,57 nuclei
P1.3,9x19,81 nuclei
P1.3,9x2,61 nuclei
P1.3,9x20,76 nuclei
P1.3,9x21,50 nuclei
P1.3,9x22,22 nuclei
P1.3,9x3,17 nuclei
P1.3,9x4,35 nuclei
P1.3,9x5,25 nuclei
P1.3,9x6,9 nuclei
P1.3,9x7,52 nuclei
P1.3,9x8,80 nuclei
P1.3,9x9,37 nuclei
P2.1,10x10,51 nuclei
P2.1,10x13,16 nuclei
P2.1,10x15,1 nucleus
P2.1,10x16,0 nuclei
P2.1,10x17,53 nuclei
P2.1,10x18,0 nuclei
P2.1,10x19,59 nuclei
P2.1,10x20,0 nuclei
P2.1,10x3,59 nuclei
P2.1,10x4,75 nuclei
P2.1,10x5,38 nuclei
P2.1,10x6,90 nuclei
P2.1,10x7,14 nuclei
P2.1,10x8,62 nuclei
P2.1,10x9,68 nuclei
P2.1,11x10,44 nuclei
P2.1,11x13,119 nuclei
P2.1,11x14,103 nuclei
P2.1,11x15,75 nuclei
P2.1,11x16,56 nuclei
P2.1,11x17,5 nuclei
P2.1,11x19,65 nuclei
P2.1,11x20,34 nuclei
P2.1,11x3,79 nuclei
P2.1,11x4,93 nuclei
P2.1,11x5,74 nuclei
P2.1,11x6,77 nuclei
P2.1,11x7,41 nuclei
P2.1,11x8,70 nuclei
P2.1,11x9,0 nuclei
P2.1,12x10,125 nuclei
P2.1,12x11,2 nuclei
P2.1,12x12,62 nuclei
P2.1,12x13,1 nucleus
P2.1,12x14,71 nuclei
P2.1,12x15,46 nuclei
P2.1,12x16,64 nuclei
P2.1,12x17,0 nuclei
P2.1,12x18,2 nuclei
P2.1,12x19,89 nuclei
P2.1,12x20,56 nuclei
P2.1,12x21,0 nuclei
P2.1,12x3,29 nuclei
P2.1,12x4,112 nuclei
P2.1,12x5,1 nucleus
P2.1,12x6,68 nuclei
P2.1,12x7,74 nuclei
P2.1,12x8,34 nuclei
P2.1,12x9,0 nuclei
P2.1,13x10,37 nuclei
P2.1,13x11,1 nucleus
P2.1,13x12,0 nuclei
P2.1,13x16,38 nuclei
P2.1,13x17,10 nuclei
P2.1,13x18,0 nuclei
P2.1,13x19,0 nuclei
P2.1,13x20,65 nuclei
P2.1,13x21,5 nuclei
P2.1,13x3,50 nuclei
P2.1,13x4,82 nuclei
P2.1,13x5,3 nuclei
P2.1,13x6,39 nuclei
P2.1,13x7,51 nuclei
P2.1,13x8,61 nuclei
P2.1,13x9,30 nuclei
P2.1,14x10,48 nuclei
P2.1,14x11,54 nuclei
P2.1,14x12,118 nuclei
P2.1,14x13,23 nuclei
P2.1,14x14,0 nuclei
P2.1,14x16,0 nuclei
P2.1,14x17,11 nuclei
P2.1,14x2,0 nuclei
P2.1,14x21,38 nuclei
P2.1,14x3,83 nuclei
P2.1,14x4,94 nuclei
P2.1,14x5,43 nuclei
P2.1,14x6,61 nuclei
P2.1,14x7,42 nuclei
P2.1,14x8,33 nuclei
P2.1,14x9,43 nuclei
P2.1,15x10,57 nuclei
P2.1,15x11,1 nucleus
P2.1,15x12,71 nuclei
P2.1,15x13,44 nuclei
P2.1,15x14,0 nuclei
P2.1,15x15,0 nuclei
P2.1,15x16,0 nuclei
P2.1,15x2,0 nuclei
P2.1,15x21,44 nuclei
P2.1,15x4,65 nuclei
P2.1,15x5,49 nuclei
P2.1,15x6,25 nuclei
P2.1,15x7,75 nuclei
P2.1,15x8,18 nuclei
P2.1,15x9,48 nuclei
P2.1,16x10,25 nuclei
P2.1,16x11,55 nuclei
P2.1,16x12,19 nuclei
P2.1,16x15,55 nuclei
P2.1,16x16,0 nuclei
P2.1,16x2,48 nuclei
P2.1,16x20,4 nuclei
P2.1,16x21,17 nuclei
P2.1,16x3,80 nuclei
P2.1,16x4,26 nuclei
P2.1,16x5,57 nuclei
P2.1,16x6,84 nuclei
P2.1,16x7,100 nuclei
P2.1,16x8,31 nuclei
P2.1,16x9,58 nuclei
P2.1,17x10,48 nuclei
P2.1,17x11,86 nuclei
P2.1,17x12,30 nuclei
P2.1,17x13,1 nucleus
P2.1,17x14,18 nuclei
P2.1,17x15,54 nuclei
P2.1,17x16,5 nuclei
P2.1,17x18,2 nuclei
P2.1,17x19,39 nuclei
P2.1,17x2,106 nuclei
P2.1,17x20,70 nuclei
P2.1,17x21,0 nuclei
P2.1,17x3,102 nuclei
P2.1,17x4,27 nuclei
P2.1,17x5,83 nuclei
P2.1,17x6,61 nuclei
P2.1,17x7,19 nuclei
P2.1,17x8,71 nuclei
P2.1,17x9,135 nuclei
P2.1,18x10,179 nuclei
P2.1,18x11,70 nuclei
P2.1,18x12,77 nuclei
P2.1,18x13,144 nuclei
P2.1,18x14,82 nuclei
P2.1,18x15,78 nuclei
P2.1,18x16,67 nuclei
P2.1,18x17,91 nuclei
P2.1,18x18,121 nuclei
P2.1,18x19,52 nuclei
P2.1,18x2,94 nuclei
P2.1,18x20,44 nuclei
P2.1,18x3,73 nuclei
P2.1,18x4,52 nuclei
P2.1,18x5,60 nuclei
P2.1,18x6,44 nuclei
P2.1,18x7,137 nuclei
P2.1,18x8,74 nuclei
P2.1,18x9,52 nuclei
P2.1,19x10,32 nuclei
P2.1,19x11,67 nuclei
P2.1,19x12,171 nuclei
P2.1,19x13,134 nuclei
P2.1,19x14,70 nuclei
P2.1,19x15,49 nuclei
P2.1,19x16,34 nuclei
P2.1,19x17,72 nuclei
P2.1,19x18,64 nuclei
P2.1,19x19,64 nuclei
P2.1,19x2,103 nuclei
P2.1,19x20,27 nuclei
P2.1,19x3,74 nuclei
P2.1,19x4,69 nuclei
P2.1,19x5,54 nuclei
P2.1,19x6,115 nuclei
P2.1,19x7,111 nuclei
P2.1,19x8,70 nuclei
P2.1,19x9,76 nuclei
P2.1,20x10,69 nuclei
P2.1,20x11,158 nuclei
P2.1,20x12,229 nuclei
P2.1,20x13,134 nuclei
P2.1,20x14,70 nuclei
P2.1,20x15,45 nuclei
P2.1,20x16,37 nuclei
P2.1,20x17,50 nuclei
P2.1,20x18,47 nuclei
P2.1,20x19,79 nuclei
P2.1,20x2,97 nuclei
P2.1,20x20,2 nuclei
P2.1,20x3,61 nuclei
P2.1,20x4,61 nuclei
P2.1,20x5,85 nuclei
P2.1,20x6,172 nuclei
P2.1,20x7,50 nuclei
P2.1,20x8,84 nuclei
P2.1,20x9,9 nuclei
P2.1,21x10,107 nuclei
P2.1,21x11,87 nuclei
P2.1,21x12,35 nuclei
P2.1,21x13,73 nuclei
P2.1,21x14,76 nuclei
P2.1,21x15,67 nuclei
P2.1,21x16,57 nuclei
P2.1,21x17,47 nuclei
P2.1,21x18,130 nuclei
P2.1,21x19,57 nuclei
P2.1,21x2,72 nuclei
P2.1,21x20,0 nuclei
P2.1,21x3,52 nuclei
P2.1,21x4,44 nuclei
P2.1,21x5,35 nuclei
P2.1,21x6,69 nuclei
P2.1,21x7,50 nuclei
P2.1,21x8,87 nuclei
P2.1,21x9,74 nuclei
P2.1,22x10,44 nuclei
P2.1,22x11,78 nuclei
P2.1,22x12,77 nuclei
P2.1,22x13,64 nuclei
P2.1,22x14,62 nuclei
P2.1,22x15,79 nuclei
P2.1,22x16,52 nuclei
P2.1,22x17,142 nuclei
P2.1,22x18,69 nuclei
P2.1,22x19,38 nuclei
P2.1,22x2,114 nuclei
P2.1,22x20,0 nuclei
P2.1,22x3,89 nuclei
P2.1,22x4,38 nuclei
P2.1,22x5,76 nuclei
P2.1,22x6,65 nuclei
P2.1,22x7,126 nuclei
P2.1,22x8,128 nuclei
P2.1,22x9,63 nuclei
P2.1,23x10,92 nuclei
P2.1,23x11,63 nuclei
P2.1,23x12,95 nuclei
P2.1,23x13,81 nuclei
P2.1,23x14,81 nuclei
P2.1,23x15,85 nuclei
P2.1,23x16,118 nuclei
P2.1,23x17,75 nuclei
P2.1,23x18,53 nuclei
P2.1,23x19,63 nuclei
P2.1,23x2,70 nuclei
P2.1,23x20,1 nucleus
P2.1,23x3,35 nuclei
P2.1,23x5,39 nuclei
P2.1,23x6,44 nuclei
P2.1,23x7,57 nuclei
P2.1,23x8,54 nuclei
P2.1,23x9,69 nuclei
P2.1,24x10,71 nuclei
P2.1,24x11,106 nuclei
P2.1,24x12,91 nuclei
P2.1,24x13,82 nuclei
P2.1,24x14,92 nuclei
P2.1,24x15,64 nuclei
P2.1,24x16,107 nuclei
P2.1,24x17,122 nuclei
P2.1,24x18,71 nuclei
P2.1,24x19,60 nuclei
P2.1,24x2,71 nuclei
P2.1,24x20,65 nuclei
P2.1,24x3,52 nuclei
P2.1,24x4,73 nuclei
P2.1,24x5,58 nuclei
P2.1,24x6,85 nuclei
P2.1,24x7,66 nuclei
P2.1,24x8,94 nuclei
P2.1,24x9,81 nuclei
P2.1,25x10,94 nuclei
P2.1,25x11,121 nuclei
P2.1,25x12,112 nuclei
P2.1,25x13,119 nuclei
P2.1,25x14,95 nuclei
P2.1,25x15,102 nuclei
P2.1,25x16,88 nuclei
P2.1,25x17,59 nuclei
P2.1,25x18,58 nuclei
P2.1,25x19,50 nuclei
P2.1,25x2,104 nuclei
P2.1,25x20,31 nuclei
P2.1,25x3,66 nuclei
P2.1,25x4,62 nuclei
P2.1,25x5,70 nuclei
P2.1,25x6,128 nuclei
P2.1,25x7,127 nuclei
P2.1,25x8,69 nuclei
P2.1,25x9,100 nuclei
P2.1,26x10,59 nuclei
